group,variable,value
537.5,524.31,2.148
537.5,523.966,2.148
537.5,523.621,1.719
537.5,523.276,1.836
537.5,522.931,1.914
537.5,522.586,1.68
537.5,522.241,2.148
537.5,521.897,2.187
537.5,521.552,2.148
537.5,521.207,2.07
537.5,520.862,2.031
537.5,520.517,2.344
537.5,520.172,2.422
537.5,519.828,2.226
537.5,519.483,2.851
537.5,519.138,1.601
537.5,518.793,2.383
537.5,518.448,3.242
537.5,518.103,3.203
537.5,517.759,3.711
537.5,517.414,3.476
537.5,517.069,3.906
537.5,516.724,4.062
537.5,516.379,4.18
537.5,516.034,4.375
537.5,515.69,3.906
537.5,515.345,3.555
537.5,515,3.203
537.5,514.655,3.437
537.5,514.31,3.555
537.5,513.966,2.773
537.5,513.621,2.578
537.5,513.276,2.422
537.5,512.931,2.851
537.5,512.586,2.5
537.5,512.241,2.617
537.5,511.897,1.992
537.5,511.552,2.461
537.5,511.207,2.5
537.5,510.862,2.187
537.5,510.517,1.719
537.5,510.172,2.617
537.5,509.828,2.851
537.5,509.483,2.891
537.5,509.138,2.695
537.5,508.793,2.734
537.5,508.448,3.008
537.5,508.103,2.891
537.5,507.759,2.734
537.5,507.414,2.266
537.5,507.069,2.383
537.5,506.724,2.5
537.5,506.379,2.578
537.5,506.034,2.5
537.5,505.69,2.656
537.5,505.345,2.187
537.5,505,2.461
538,505,-25.117
538,505.351,-7.383
538,505.702,-2.383
538,506.053,-0.234
538,506.404,0.664
538,506.754,1.172
538,507.105,1.289
538,507.456,1.719
538,507.807,1.875
538,508.158,1.758
538,508.509,1.523
538,508.86,1.641
538,509.211,2.226
538,509.561,1.719
538,509.912,1.992
538,510.263,1.601
538,510.614,2.266
538,510.965,2.148
538,511.316,2.422
538,511.667,4.922
538,512.018,2.656
538,512.368,2.422
538,512.719,2.187
538,513.07,2.226
538,513.421,2.383
538,513.772,2.5
538,514.123,2.461
538,514.474,2.617
538,514.825,2.539
538,515.175,2.656
538,515.526,2.93
538,515.877,2.969
538,516.228,3.437
538,516.579,4.062
538,516.93,3.984
538,517.281,3.633
538,517.632,1.367
538,517.982,-3.125
538,518.333,0.195
538,518.684,2.031
538,519.035,2.422
538,519.386,2.812
538,519.737,2.5
538,520.088,2.461
538,520.439,2.305
538,520.789,2.148
538,521.14,1.992
538,521.491,2.148
538,521.842,1.797
538,522.193,1.797
538,522.544,1.758
538,522.895,1.875
538,523.246,1.875
538,523.596,2.148
538,523.947,2.109
538,524.298,2.266
538,524.649,2.226
538,525,2.226
538.5,525,1.836
538.5,524.643,2.305
538.5,524.286,2.187
538.5,523.929,1.875
538.5,523.571,2.148
538.5,523.214,1.914
538.5,522.857,2.031
538.5,522.5,2.148
538.5,522.143,1.797
538.5,521.786,2.07
538.5,521.429,2.109
538.5,521.071,1.914
538.5,520.714,2.226
538.5,520.357,2.187
538.5,520,2.148
538.5,519.643,2.109
538.5,519.286,2.461
538.5,518.929,2.305
538.5,518.571,2.617
538.5,518.214,2.734
538.5,517.857,2.891
538.5,517.5,3.164
538.5,517.143,1.562
538.5,516.786,1.641
538.5,516.429,2.578
538.5,516.071,2.891
538.5,515.714,3.164
538.5,515.357,3.164
538.5,515,2.93
538.5,514.643,2.422
538.5,514.286,2.617
538.5,513.929,2.812
538.5,513.571,2.851
538.5,513.214,2.266
538.5,512.857,2.266
538.5,512.5,1.992
538.5,512.143,2.148
538.5,511.786,2.383
538.5,511.429,3.008
538.5,511.071,1.289
538.5,510.714,3.711
538.5,510.357,3.437
538.5,510,2.578
538.5,509.643,2.891
538.5,509.286,2.344
538.5,508.929,2.383
538.5,508.571,2.031
538.5,508.214,2.031
538.5,507.857,2.109
538.5,507.5,2.422
538.5,507.143,2.266
538.5,506.786,2.266
538.5,506.429,2.461
538.5,506.071,2.422
538.5,505.714,2.461
538.5,505.357,2.148
538.5,505,2.344
539,505,3.086
539,505.345,2.891
539,505.69,2.383
539,506.034,2.187
539,506.379,2.031
539,506.724,2.148
539,507.069,2.07
539,507.414,1.914
539,507.759,1.836
539,508.103,1.953
539,508.448,1.992
539,508.793,2.07
539,509.138,2.148
539,509.483,2.344
539,509.828,2.226
539,510.172,2.148
539,510.517,3.32
539,510.862,3.75
539,511.207,4.375
539,511.552,4.609
539,511.897,4.336
539,512.241,3.437
539,512.586,3.008
539,512.931,2.773
539,513.276,2.461
539,513.621,2.344
539,513.966,2.734
539,514.31,3.203
539,514.655,2.773
539,515,2.305
539,515.345,2.226
539,515.69,2.656
539,516.034,2.969
539,516.379,2.734
539,516.724,2.5
539,517.069,2.891
539,517.414,3.281
539,517.759,3.008
539,518.103,3.203
539,518.448,2.773
539,518.793,2.617
539,519.138,2.891
539,519.483,2.578
539,519.828,1.992
539,520.172,2.031
539,520.517,1.719
539,520.862,1.758
539,521.207,1.562
539,521.552,1.992
539,521.897,2.226
539,522.241,2.148
539,522.586,2.031
539,522.931,1.992
539,523.276,2.305
539,523.621,2.422
539,523.966,2.383
539,524.31,2.422
539,524.655,2.383
539,525,2.383
539.5,525,2.226
539.5,524.649,2.109
539.5,524.298,2.344
539.5,523.947,1.953
539.5,523.596,1.992
539.5,523.246,1.601
539.5,522.895,1.562
539.5,522.544,1.523
539.5,522.193,1.758
539.5,521.842,1.562
539.5,521.491,0.742
539.5,521.14,1.406
539.5,520.789,1.992
539.5,520.439,2.031
539.5,520.088,1.797
539.5,519.737,1.992
539.5,519.386,2.031
539.5,519.035,2.187
539.5,518.684,2.148
539.5,518.333,2.383
539.5,517.982,2.773
539.5,517.632,2.891
539.5,517.281,3.203
539.5,516.93,3.633
539.5,516.579,2.578
539.5,516.228,0.117
539.5,515.877,1.992
539.5,515.526,2.226
539.5,515.175,2.226
539.5,514.825,1.992
539.5,514.474,2.266
539.5,514.123,2.461
539.5,513.772,1.055
539.5,513.421,1.719
539.5,513.07,1.992
539.5,512.719,2.422
539.5,512.368,3.476
539.5,512.018,3.633
539.5,511.667,3.242
539.5,511.316,4.648
539.5,510.965,5.117
539.5,510.614,3.476
539.5,510.263,3.281
539.5,509.912,3.32
539.5,509.561,2.773
539.5,509.211,2.226
539.5,508.86,2.031
539.5,508.509,2.187
539.5,508.158,2.266
539.5,507.807,2.422
539.5,507.456,2.226
539.5,507.105,2.07
539.5,506.754,2.226
539.5,506.404,2.226
539.5,506.053,2.07
539.5,505.702,1.914
539.5,505.351,1.211
539.5,505,2.109
540,505,2.266
540,505.351,2.148
540,505.702,2.07
540,506.053,1.992
540,506.404,2.07
540,506.754,1.797
540,507.105,1.914
540,507.456,1.992
540,507.807,2.148
540,508.158,2.226
540,508.509,2.266
540,508.86,1.719
540,509.211,1.914
540,509.561,1.836
540,509.912,2.187
540,510.263,2.031
540,510.614,2.226
540,510.965,2.344
540,511.316,3.164
540,511.667,3.867
540,512.018,2.773
540,512.368,2.656
540,512.719,2.422
540,513.07,2.734
540,513.421,2.031
540,513.772,2.148
540,514.123,1.328
540,514.474,1.562
540,514.825,2.031
540,515.175,2.031
540,515.526,1.68
540,515.877,2.031
540,516.228,2.031
540,516.579,2.344
540,516.93,2.383
540,517.281,2.617
540,517.632,2.734
540,517.982,2.812
540,518.333,2.656
540,518.684,2.617
540,519.035,2.461
540,519.386,2.344
540,519.737,2.539
540,520.088,2.109
540,520.439,2.305
540,520.789,1.797
540,521.14,1.68
540,521.491,1.68
540,521.842,1.68
540,522.193,1.641
540,522.544,2.031
540,522.895,1.836
540,523.246,1.953
540,523.596,1.953
540,523.947,2.422
540,524.298,2.344
540,524.649,2.344
540,525,2.461
540.5,525,2.695
540.5,524.649,2.695
540.5,524.298,2.109
540.5,523.947,1.953
540.5,523.596,2.148
540.5,523.246,-1.328
540.5,522.895,0.43
540.5,522.544,1.016
540.5,522.193,1.367
540.5,521.842,1.406
540.5,521.491,1.68
540.5,521.14,1.992
540.5,520.789,2.031
540.5,520.439,2.109
540.5,520.088,1.875
540.5,519.737,2.344
540.5,519.386,2.109
540.5,519.035,2.109
540.5,518.684,2.07
540.5,518.333,2.305
540.5,517.982,2.305
540.5,517.632,2.891
540.5,517.281,2.773
540.5,516.93,2.539
540.5,516.579,2.461
540.5,516.228,2.617
540.5,515.877,2.461
540.5,515.526,2.344
540.5,515.175,2.226
540.5,514.825,2.148
540.5,514.474,2.031
540.5,514.123,2.07
540.5,513.772,2.226
540.5,513.421,3.008
540.5,513.07,2.617
540.5,512.719,2.93
540.5,512.368,4.336
540.5,512.018,-13.555
540.5,511.667,-3.516
540.5,511.316,0.234
540.5,510.965,1.406
540.5,510.614,1.992
540.5,510.263,1.836
540.5,509.912,1.914
540.5,509.561,2.07
540.5,509.211,2.031
540.5,508.86,1.914
540.5,508.509,1.953
540.5,508.158,2.148
540.5,507.807,1.875
540.5,507.456,2.187
540.5,507.105,0.586
540.5,506.754,0.898
540.5,506.404,1.758
540.5,506.053,1.836
540.5,505.702,2.031
540.5,505.351,2.344
540.5,505,2.031
541,505,2.461
541,505.351,2.148
541,505.702,2.109
541,506.053,1.094
541,506.404,1.094
541,506.754,1.719
541,507.105,2.031
541,507.456,2.226
541,507.807,-1.445
541,508.158,0.937
541,508.509,1.68
541,508.86,1.719
541,509.211,1.797
541,509.561,1.914
541,509.912,1.797
541,510.263,2.031
541,510.614,2.07
541,510.965,0.859
541,511.316,1.641
541,511.667,0.117
541,512.018,1.133
541,512.368,2.344
541,512.719,2.773
541,513.07,1.172
541,513.421,2.226
541,513.772,2.422
541,514.123,1.953
541,514.474,2.148
541,514.825,1.953
541,515.175,2.109
541,515.526,2.226
541,515.877,2.07
541,516.228,1.914
541,516.579,1.875
541,516.93,2.109
541,517.281,2.305
541,517.632,2.461
541,517.982,2.461
541,518.333,2.422
541,518.684,2.617
541,519.035,2.851
541,519.386,2.539
541,519.737,2.305
541,520.088,2.187
541,520.439,2.148
541,520.789,1.992
541,521.14,1.68
541,521.491,1.719
541,521.842,1.836
541,522.193,1.992
541,522.544,1.601
541,522.895,1.992
541,523.246,1.523
541,523.596,1.836
541,523.947,1.992
541,524.298,2.187
541,524.649,1.875
541,525,2.031
541.5,525,2.031
541.5,524.63,1.797
541.5,524.259,1.836
541.5,523.889,1.953
541.5,523.519,1.797
541.5,523.148,3.086
541.5,522.778,2.266
541.5,522.407,1.68
541.5,522.037,1.758
541.5,521.667,2.109
541.5,521.296,1.875
541.5,520.926,1.914
541.5,520.556,2.031
541.5,520.185,1.68
541.5,519.815,1.68
541.5,519.444,1.992
541.5,519.074,1.719
541.5,518.704,1.992
541.5,518.333,2.031
541.5,517.963,2.148
541.5,517.593,2.344
541.5,517.222,2.461
541.5,516.852,2.617
541.5,516.481,2.539
541.5,516.111,2.422
541.5,515.741,2.266
541.5,515.37,2.383
541.5,515,2.187
541.5,514.63,2.383
541.5,514.259,2.344
541.5,513.889,2.148
541.5,513.519,2.148
541.5,513.148,2.109
541.5,512.778,2.226
541.5,512.407,2.187
541.5,512.037,2.07
541.5,511.667,2.187
541.5,511.296,2.031
541.5,510.926,2.07
541.5,510.556,2.266
541.5,510.185,0.898
541.5,509.815,1.836
541.5,509.444,1.914
541.5,509.074,2.07
541.5,508.704,2.031
541.5,508.333,1.562
541.5,507.963,1.992
541.5,507.593,2.031
541.5,507.222,2.187
541.5,506.852,2.383
541.5,506.481,2.383
541.5,506.111,2.461
541.5,505.741,2.305
541.5,505.37,2.148
541.5,505,2.734
542,505,2.539
542,505.364,2.109
542,505.727,2.226
542,506.091,2.109
542,506.455,1.797
542,506.818,2.109
542,507.182,1.992
542,507.545,2.031
542,507.909,1.719
542,508.273,1.797
542,508.636,2.031
542,509,1.992
542,509.364,2.148
542,509.727,2.148
542,510.091,2.031
542,510.455,2.148
542,510.818,2.226
542,511.182,2.266
542,511.545,2.305
542,511.909,1.875
542,512.273,1.289
542,512.636,-2.344
542,513,-5.039
542,513.364,-0.664
542,513.727,1.133
542,514.091,1.406
542,514.455,1.797
542,514.818,2.148
542,515.182,3.008
542,515.545,4.062
542,515.909,3.203
542,516.273,2.617
542,516.636,2.5
542,517,2.383
542,517.364,2.383
542,517.727,2.226
542,518.091,2.305
542,518.455,2.578
542,518.818,2.187
542,519.182,2.109
542,519.545,1.992
542,519.909,1.914
542,520.273,1.797
542,520.636,2.109
542,521,1.68
542,521.364,1.992
542,521.727,1.914
542,522.091,1.875
542,522.455,1.836
542,522.818,2.031
542,523.182,1.953
542,523.545,1.992
542,523.909,2.109
542,524.273,2.383
542,524.636,4.297
542,525,3.516
542.5,525,2.812
542.5,524.643,-0.039
542.5,524.286,-0.352
542.5,523.929,1.367
542.5,523.571,1.484
542.5,523.214,1.562
542.5,522.857,1.68
542.5,522.5,1.68
542.5,522.143,1.68
542.5,521.786,1.367
542.5,521.429,1.641
542.5,521.071,2.187
542.5,520.714,1.641
542.5,520.357,1.758
542.5,520,3.476
542.5,519.643,0.976
542.5,519.286,-3.789
542.5,518.929,0.586
542.5,518.571,1.601
542.5,518.214,1.719
542.5,517.857,2.266
542.5,517.5,2.187
542.5,517.143,2.187
542.5,516.786,2.187
542.5,516.429,2.656
542.5,516.071,2.266
542.5,515.714,2.617
542.5,515.357,2.461
542.5,515,-8.945
542.5,514.643,-0.664
542.5,514.286,1.289
542.5,513.929,1.797
542.5,513.571,1.758
542.5,513.214,2.187
542.5,512.857,2.148
542.5,512.5,3.437
542.5,512.143,1.914
542.5,511.786,1.914
542.5,511.429,2.539
542.5,511.071,2.305
542.5,510.714,1.992
542.5,510.357,2.07
542.5,510,2.187
542.5,509.643,1.875
542.5,509.286,2.031
542.5,508.929,1.953
542.5,508.571,2.305
542.5,508.214,2.148
542.5,507.857,2.07
542.5,507.5,1.992
542.5,507.143,2.305
542.5,506.786,2.226
542.5,506.429,2.07
542.5,506.071,2.344
542.5,505.714,2.344
542.5,505.357,2.07
542.5,505,2.031
543,505,2.93
543,505.351,2.656
543,505.702,2.226
543,506.053,1.992
543,506.404,1.992
543,506.754,1.953
543,507.105,2.344
543,507.456,2.461
543,507.807,1.953
543,508.158,1.25
543,508.509,2.266
543,508.86,1.523
543,509.211,-1.172
543,509.561,0.898
543,509.912,1.406
543,510.263,1.797
543,510.614,1.719
543,510.965,1.914
543,511.316,1.641
543,511.667,1.758
543,512.018,2.07
543,512.368,2.148
543,512.719,2.422
543,513.07,2.383
543,513.421,2.07
543,513.772,2.226
543,514.123,1.25
543,514.474,1.68
543,514.825,1.484
543,515.175,1.992
543,515.526,2.695
543,515.877,2.578
543,516.228,2.695
543,516.579,2.383
543,516.93,1.992
543,517.281,2.461
543,517.632,2.851
543,517.982,2.226
543,518.333,2.344
543,518.684,2.226
543,519.035,2.031
543,519.386,2.109
543,519.737,2.148
543,520.088,2.031
543,520.439,3.32
543,520.789,-0.899
543,521.14,-1.094
543,521.491,0.625
543,521.842,1.484
543,522.193,1.601
543,522.544,1.406
543,522.895,1.289
543,523.246,1.68
543,523.596,1.719
543,523.947,1.719
543,524.298,1.719
543,524.649,1.68
543,525,1.914
543.5,525,2.226
543.5,524.643,2.187
543.5,524.286,2.148
543.5,523.929,1.953
543.5,523.571,1.641
543.5,523.214,1.445
543.5,522.857,1.445
543.5,522.5,1.875
543.5,522.143,2.07
543.5,521.786,1.992
543.5,521.429,1.68
543.5,521.071,1.914
543.5,520.714,1.914
543.5,520.357,1.328
543.5,520,2.109
543.5,519.643,2.226
543.5,519.286,2.226
543.5,518.929,2.148
543.5,518.571,1.758
543.5,518.214,1.836
543.5,517.857,2.226
543.5,517.5,2.187
543.5,517.143,1.875
543.5,516.786,1.836
543.5,516.429,1.797
543.5,516.071,1.992
543.5,515.714,1.914
543.5,515.357,1.914
543.5,515,1.953
543.5,514.643,2.07
543.5,514.286,2.578
543.5,513.929,2.578
543.5,513.571,2.617
543.5,513.214,1.719
543.5,512.857,1.758
543.5,512.5,2.109
543.5,512.143,1.641
543.5,511.786,2.461
543.5,511.429,-0.234
543.5,511.071,-21.875
543.5,510.714,-8.125
543.5,510.357,-2.461
543.5,510,0.156
543.5,509.643,1.172
543.5,509.286,1.601
543.5,508.929,1.797
543.5,508.571,1.367
543.5,508.214,1.758
543.5,507.857,2.148
543.5,507.5,1.719
543.5,507.143,1.758
543.5,506.786,2.031
543.5,506.429,-2.109
543.5,506.071,1.094
543.5,505.714,1.875
543.5,505.357,1.601
543.5,505,1.641
544,505,2.617
544,505.357,2.383
544,505.714,2.109
544,506.071,1.914
544,506.429,1.758
544,506.786,1.211
544,507.143,1.289
544,507.5,0.273
544,507.857,1.289
544,508.214,1.68
544,508.571,1.641
544,508.929,1.875
544,509.286,1.914
544,509.643,1.953
544,510,1.953
544,510.357,2.109
544,510.714,2.031
544,511.071,2.266
544,511.429,3.281
544,511.786,3.75
544,512.143,3.906
544,512.5,3.164
544,512.857,1.992
544,513.214,2.07
544,513.571,2.226
544,513.929,1.758
544,514.286,2.031
544,514.643,2.07
544,515,2.891
544,515.357,1.992
544,515.714,1.914
544,516.071,1.601
544,516.429,1.641
544,516.786,1.992
544,517.143,1.875
544,517.5,1.641
544,517.857,1.992
544,518.214,1.719
544,518.571,2.031
544,518.929,1.992
544,519.286,1.797
544,519.643,2.031
544,520,2.07
544,520.357,2.148
544,520.714,-1.289
544,521.071,-7.813
544,521.429,-2.188
544,521.786,0.039
544,522.143,0.898
544,522.5,1.25
544,522.857,1.68
544,523.214,1.992
544,523.571,2.031
544,523.929,1.719
544,524.286,1.719
544,524.643,2.07
544,525,2.851
544.5,525,-4.609
544.5,524.63,-2.266
544.5,524.259,1.016
544.5,523.889,1.641
544.5,523.519,1.601
544.5,523.148,1.562
544.5,522.778,1.68
544.5,522.407,1.562
544.5,522.037,1.25
544.5,521.667,1.484
544.5,521.296,1.25
544.5,520.926,1.484
544.5,520.556,1.484
544.5,520.185,1.641
544.5,519.815,1.875
544.5,519.444,1.992
544.5,519.074,1.914
544.5,518.704,1.875
544.5,518.333,2.148
544.5,517.963,1.758
544.5,517.593,1.641
544.5,517.222,1.289
544.5,516.852,1.484
544.5,516.481,1.562
544.5,516.111,1.836
544.5,515.741,1.875
544.5,515.37,1.914
544.5,515,1.641
544.5,514.63,1.836
544.5,514.259,1.641
544.5,513.889,1.953
544.5,513.519,1.992
544.5,513.148,1.719
544.5,512.778,2.07
544.5,512.407,1.484
544.5,512.037,1.797
544.5,511.667,1.68
544.5,511.296,2.305
544.5,510.926,2.539
544.5,510.556,2.461
544.5,510.185,2.5
544.5,509.815,2.5
544.5,509.444,2.851
544.5,509.074,2.187
544.5,508.704,1.836
544.5,508.333,2.344
544.5,507.963,0.742
544.5,507.593,1.406
544.5,507.222,1.836
544.5,506.852,2.148
544.5,506.481,2.07
544.5,506.111,1.914
544.5,505.741,2.109
544.5,505.37,2.031
544.5,505,2.07
545,505,2.226
545,505.351,1.875
545,505.702,2.109
545,506.053,2.226
545,506.404,1.992
545,506.754,1.875
545,507.105,2.148
545,507.456,2.226
545,507.807,1.914
545,508.158,1.797
545,508.509,1.68
545,508.86,2.031
545,509.211,2.109
545,509.561,1.953
545,509.912,2.851
545,510.263,3.164
545,510.614,1.953
545,510.965,1.992
545,511.316,2.344
545,511.667,2.969
545,512.018,3.398
545,512.368,2.734
545,512.719,2.266
545,513.07,1.758
545,513.421,2.344
545,513.772,2.461
545,514.123,1.836
545,514.474,1.562
545,514.825,1.992
545,515.175,2.148
545,515.526,2.109
545,515.877,1.797
545,516.228,1.68
545,516.579,1.836
545,516.93,1.719
545,517.281,1.797
545,517.632,1.68
545,517.982,1.562
545,518.333,1.836
545,518.684,1.68
545,519.035,1.758
545,519.386,1.719
545,519.737,1.836
545,520.088,1.68
545,520.439,1.523
545,520.789,1.641
545,521.14,1.797
545,521.491,1.992
545,521.842,1.601
545,522.193,1.406
545,522.544,1.523
545,522.895,1.641
545,523.246,1.836
545,523.596,1.406
545,523.947,1.797
545,524.298,1.758
545,524.649,1.992
545,525,2.305
545.5,525,2.734
545.5,524.636,2.461
545.5,524.273,2.187
545.5,523.909,1.875
545.5,523.545,2.07
545.5,523.182,1.797
545.5,522.818,1.758
545.5,522.455,1.68
545.5,522.091,1.68
545.5,521.727,1.68
545.5,521.364,1.094
545.5,521,0.508
545.5,520.636,1.445
545.5,520.273,1.641
545.5,519.909,1.758
545.5,519.545,1.601
545.5,519.182,2.07
545.5,518.818,2.109
545.5,518.455,1.836
545.5,518.091,1.601
545.5,517.727,1.797
545.5,517.364,1.914
545.5,517,1.875
545.5,516.636,1.914
545.5,516.273,1.641
545.5,515.909,0.976
545.5,515.545,1.68
545.5,515.182,1.601
545.5,514.818,2.031
545.5,514.455,1.875
545.5,514.091,1.68
545.5,513.727,2.031
545.5,513.364,1.367
545.5,513,1.719
545.5,512.636,2.226
545.5,512.273,2.266
545.5,511.909,3.555
545.5,511.545,4.219
545.5,511.182,3.476
545.5,510.818,2.812
545.5,510.455,2.773
545.5,510.091,5.156
545.5,509.727,5.625
545.5,509.364,4.687
545.5,509,3.555
545.5,508.636,3.242
545.5,508.273,3.008
545.5,507.909,2.851
545.5,507.545,2.734
545.5,507.182,2.734
545.5,506.818,2.617
545.5,506.455,3.008
545.5,506.091,2.851
545.5,505.727,2.734
545.5,505.364,2.773
545.5,505,2.422
546,505,2.148
546,505.351,1.953
546,505.702,2.031
546,506.053,2.109
546,506.404,2.344
546,506.754,2.539
546,507.105,2.891
546,507.456,3.359
546,507.807,2.891
546,508.158,2.422
546,508.509,1.758
546,508.86,1.875
546,509.211,2.187
546,509.561,2.148
546,509.912,2.031
546,510.263,3.086
546,510.614,4.062
546,510.965,3.32
546,511.316,2.851
546,511.667,2.617
546,512.018,3.203
546,512.368,3.75
546,512.719,2.226
546,513.07,2.031
546,513.421,2.031
546,513.772,2.031
546,514.123,1.836
546,514.474,1.172
546,514.825,0.43
546,515.175,1.367
546,515.526,1.758
546,515.877,1.797
546,516.228,1.836
546,516.579,1.758
546,516.93,1.953
546,517.281,1.601
546,517.632,1.406
546,517.982,1.68
546,518.333,2.266
546,518.684,2.187
546,519.035,2.187
546,519.386,1.992
546,519.737,2.031
546,520.088,2.148
546,520.439,2.226
546,520.789,2.422
546,521.14,1.406
546,521.491,-0.313
546,521.842,1.523
546,522.193,1.836
546,522.544,1.836
546,522.895,1.836
546,523.246,2.109
546,523.596,2.344
546,523.947,2.109
546,524.298,1.953
546,524.649,1.133
546,525,1.719
546.5,525,2.109
546.5,524.643,2.226
546.5,524.286,1.992
546.5,523.929,1.797
546.5,523.571,1.836
546.5,523.214,2.031
546.5,522.857,1.992
546.5,522.5,1.484
546.5,522.143,1.484
546.5,521.786,1.68
546.5,521.429,1.797
546.5,521.071,2.031
546.5,520.714,1.68
546.5,520.357,1.641
546.5,520,2.031
546.5,519.643,2.148
546.5,519.286,2.148
546.5,518.929,2.187
546.5,518.571,2.383
546.5,518.214,2.344
546.5,517.857,2.383
546.5,517.5,2.109
546.5,517.143,2.187
546.5,516.786,1.484
546.5,516.429,1.797
546.5,516.071,1.797
546.5,515.714,2.187
546.5,515.357,2.148
546.5,515,2.187
546.5,514.643,1.992
546.5,514.286,2.148
546.5,513.929,2.305
546.5,513.571,2.266
546.5,513.214,2.266
546.5,512.857,2.266
546.5,512.5,2.695
546.5,512.143,3.437
546.5,511.786,2.891
546.5,511.429,2.578
546.5,511.071,2.578
546.5,510.714,2.773
546.5,510.357,2.891
546.5,510,3.906
546.5,509.643,3.359
546.5,509.286,2.812
546.5,508.929,2.344
546.5,508.571,2.344
546.5,508.214,1.836
546.5,507.857,2.266
546.5,507.5,2.305
546.5,507.143,2.187
546.5,506.786,1.914
546.5,506.429,2.422
546.5,506.071,3.516
546.5,505.714,4.219
546.5,505.357,3.789
546.5,505,3.086
547,505,2.344
547,505.351,2.5
547,505.702,2.617
547,506.053,2.812
547,506.404,2.891
547,506.754,2.617
547,507.105,2.851
547,507.456,3.281
547,507.807,3.32
547,508.158,2.812
547,508.509,2.539
547,508.86,2.344
547,509.211,2.148
547,509.561,2.109
547,509.912,1.836
547,510.263,2.344
547,510.614,3.672
547,510.965,3.242
547,511.316,2.734
547,511.667,2.383
547,512.018,2.461
547,512.368,2.695
547,512.719,2.969
547,513.07,0.703
547,513.421,1.875
547,513.772,2.226
547,514.123,2.148
547,514.474,2.109
547,514.825,1.953
547,515.175,1.68
547,515.526,1.719
547,515.877,1.68
547,516.228,1.758
547,516.579,1.601
547,516.93,1.758
547,517.281,1.836
547,517.632,1.797
547,517.982,1.641
547,518.333,1.641
547,518.684,1.914
547,519.035,2.031
547,519.386,2.148
547,519.737,2.422
547,520.088,2.5
547,520.439,2.344
547,520.789,2.226
547,521.14,2.344
547,521.491,2.187
547,521.842,2.148
547,522.193,2.187
547,522.544,1.992
547,522.895,2.07
547,523.246,1.953
547,523.596,1.953
547,523.947,1.992
547,524.298,2.109
547,524.649,2.226
547,525,2.187
547.5,525,2.93
547.5,524.643,3.047
547.5,524.286,2.5
547.5,523.929,2.031
547.5,523.571,1.875
547.5,523.214,1.758
547.5,522.857,1.953
547.5,522.5,2.109
547.5,522.143,2.031
547.5,521.786,1.875
547.5,521.429,1.992
547.5,521.071,1.992
547.5,520.714,2.07
547.5,520.357,2.148
547.5,520,2.344
547.5,519.643,2.539
547.5,519.286,2.344
547.5,518.929,2.266
547.5,518.571,2.109
547.5,518.214,2.226
547.5,517.857,2.109
547.5,517.5,2.148
547.5,517.143,1.953
547.5,516.786,2.031
547.5,516.429,1.484
547.5,516.071,1.836
547.5,515.714,1.641
547.5,515.357,1.719
547.5,515,1.641
547.5,514.643,1.836
547.5,514.286,1.992
547.5,513.929,1.992
547.5,513.571,2.109
547.5,513.214,2.461
547.5,512.857,1.875
547.5,512.5,-15.625
547.5,512.143,-5.195
547.5,511.786,-0.274
547.5,511.429,1.328
547.5,511.071,1.719
547.5,510.714,2.07
547.5,510.357,2.344
547.5,510,2.383
547.5,509.643,2.344
547.5,509.286,2.226
547.5,508.929,1.914
547.5,508.571,1.68
547.5,508.214,1.601
547.5,507.857,1.836
547.5,507.5,1.641
547.5,507.143,2.031
547.5,506.786,1.953
547.5,506.429,1.992
547.5,506.071,1.914
547.5,505.714,2.031
547.5,505.357,2.109
547.5,505,2.109
548,505,2.187
548,505.351,2.226
548,505.702,2.344
548,506.053,2.187
548,506.404,2.031
548,506.754,1.992
548,507.105,2.187
548,507.456,2.148
548,507.807,1.953
548,508.158,1.836
548,508.509,1.641
548,508.86,1.719
548,509.211,1.758
548,509.561,1.953
548,509.912,2.148
548,510.263,2.305
548,510.614,2.383
548,510.965,2.539
548,511.316,2.344
548,511.667,2.773
548,512.018,4.531
548,512.368,5
548,512.719,4.258
548,513.07,5.469
548,513.421,4.414
548,513.772,3.516
548,514.123,2.969
548,514.474,2.891
548,514.825,2.5
548,515.175,2.07
548,515.526,2.031
548,515.877,1.992
548,516.228,1.992
548,516.579,2.148
548,516.93,2.187
548,517.281,2.031
548,517.632,2.109
548,517.982,2.226
548,518.333,2.539
548,518.684,2.656
548,519.035,2.422
548,519.386,2.305
548,519.737,2.695
548,520.088,2.5
548,520.439,2.5
548,520.789,2.305
548,521.14,2.539
548,521.491,2.578
548,521.842,2.344
548,522.193,1.797
548,522.544,2.148
548,522.895,2.031
548,523.246,2.461
548,523.596,2.266
548,523.947,1.914
548,524.298,1.875
548,524.649,2.187
548,525,2.734
548.5,525,-10.547
548.5,524.655,-4.258
548.5,524.31,-0.469
548.5,523.966,1.719
548.5,523.621,1.875
548.5,523.276,1.133
548.5,522.931,1.641
548.5,522.586,1.797
548.5,522.241,1.875
548.5,521.897,1.875
548.5,521.552,1.914
548.5,521.207,2.187
548.5,520.862,2.383
548.5,520.517,2.5
548.5,520.172,2.461
548.5,519.828,2.617
548.5,519.483,2.891
548.5,519.138,3.047
548.5,518.793,3.203
548.5,518.448,3.203
548.5,518.103,3.516
